id	Path	Artist	Title	Material	Dimensions	Signature/Inscriptions	Provenance	Source	Accession Number(s)	Name	Description	Artist Sort	Keywords	Height	Width	Foreground R	Foreground B	Foreground G	H	S	V	x	y
WA1996.385	WA1996.385.jpg	John Dodgson (1890 - 1969)	Lucchese	oil on canvas	103 x 98 cm	Signed on back: <em>John Dodgson</em>and inscribed: <em>Summer Evening, Tuscany No 1</em>		Presented by Sarah Stephen and Anne Dodgson, 1996	WA1996.385	Sudbury 1995, no. 29	Dodgson was active as printmaker, painter and collector. Although his work owes something to the Camden Town group and the Euston Road traditions, his manner retains a character of its own. In this painting, he constructs a sense of space by fairly simple means but the space and the figures are clearly defined and convey a sense of the Tuscan atmosphere of Lucca with bright colours.	Dodgson, John 1890 - 1969	people, group, adult, art, vehicle, one, many, room, group, man, wear, instrument, furniture, child, no person, watercraft, transportation system, military, war, old	103.0	98	0.0	0.0	0.0	0.0	0.0	0.0	10.440373805672769	-5.588795492354163
WA1997.14	WA1997.14.jpg	Edward Lear (1812 - 1888)	Thermopylae	oil on canvas	33.6 x 53.8 cm (sight)		Augustus George Vernon Harcourt and by descent	Presented by Pamela Schiele in memory of Isabel Olivier, 1997	WA1997.14	Strachey 1907, no. 243; Noakes 1985, under no. 50	Lear arrived at the pass of Thermopylae during his visit to Greece in the summer of 1848. As was his habit, he made a number of pencil sketches which he later redrew in ink. He used these as the basis for a painting of <i>The Mountains of Thermopylae</i>dated 1852 (Bristol City Art Gallery), one of a group of four landscapes painted according to the Pre-Raphaelite precepts of Holman Hunt. They were painted in translucent colours on a white ground. The view is taken looking southwards across the plain of the Spercheios; the deep gorge in the centre is the pass of Thermopylae itself. This smaller version was completed twenty years later according to the same principles.	Lear, Edward 1812 - 1888	landscape, no person, mountain, travel, water, outdoors, sky, scenic, lake, volcano, hill, nature, rock, valley, daylight, tree, river, fog, environment, dawn	33.6	53.8	207.0	208.0	208.0	180.0	0.0	0.82	7.7371337147138295	-24.42586625600441
WA1997.26	WA1997.26.jpg	Francois-Marius Granet (1775 - 1849)	A View of a Garden, seen from within a Roman Vault	oil on canvas	47.3 x 60.9 cm			Purchased to commemorate the Directorship of Professor Sir Christopher White (1985-1997), with the assistance of The Art Fund, the Pilgrim Trust, and the Friends of the Ashmolean, 1997	WA1997.26		This luminous view framed within an ancient Roman vault is one of a number of scenes painted in and around Rome by Granet between 1802 and 1824. He made many outdoor oil-sketches of the Roman landscape during this period but this view is likely to have been painted largely or entirely in the studio using a pen and ink drawing (which is also in the Ashmolean) as his model.	Granet, Francois-Marius 1775 - 1849	no person, travel, architecture, outdoors, home, tree, arch, ancient, daylight, building, cave, landscape, castle, light, wall, religion, road, sky, stone, old	47.3	60.9	185.0	176.0	149.0	45.0	0.19	0.73	2.6457660321895653	-23.423017718436363
WA1997.38	WA1997.38.jpg	J. Patrick (first half of 19th century)	Interior of the Capuchin Monastery in Rome	oil on canvas	910 x 710 cm	Inscribed: <em>J. Patrick / 1830</em>		Presented anonymously in memory of Steven Kerkez, 1997	WA1997.38	Wright 1974, pp. 209-13	Copied from Granet's painting <i>The Choir of the Capuchin Church in Rome</i>exhibited at the Salon of 1819, of which there are numerous versions by the artist (e.g. in the National Museum and Gallery of Wales, Cardiff) and copies by other hands. The name inscribed on this copy may indicate an artist, J. Patrick, who exhibited portraits at the Royal Academy in 1808 and 1813 but is otherwise unrecorded.	Patrick, J. first half of 19th century	people, religion, group, church, indoors, museum, no person, building, many, support, adult, architecture, painting, cathedral, light, wear, home, arch, travel, prayer	910.0	710	175.0	131.0	96.0	26.0	0.45	0.69	-7.199005114633053	0.8062713861473532
WA1997.3	WA1997.3.jpg	Han van Meegeren (1889 - 1947)	Theodore W.H. Ward	oil on canvas	101.5 x 76.5 cm	Signed: <em>Han v Meegeren / 1928</em>		Presented by Mr and Mrs Theodore A.T. Ward, 1997	WA1997.3		Theodore William Holzapfel Ward (1889-1955), who donated the Ward collection of Dutch and Flemish still-life paintings to the Ashmolean, derived his fortune from the family paint company, The International Paint and Composition Company, which had thirteen factories in several countries. He is shown here in evening dress.	Meegeren, Han van 1889 - 1947	one, people, adult, wear, man, portrait, veil, lid, outfit, painting, vest, leader, facial expression, outerwear, furniture, seat, indoors, menswear, book, facial hair	101.5	76.5	176.0	155.0	125.0	35.0	0.29	0.69	10.041787613782784	-23.810650936040773
WA1998.178	WA1998.178.jpg	Danish Artist (19th century)	Matilda Eiler	oil on canvas	44.7 x 37.2 cm		by descent from the sitter Mrs Jette Zerega	Purchased, 1998	WA1998.178		An attribution to Ary Scheffer (1795-1858) was passed down in the vendor's family but neither the choice of colour nor the brushwork are reminiscent of Scheffer's work and an attribution to a Danish artist should be considered.	Anonymous, Danish Artist 19th century	portrait, people, one, woman, jewelry, adult, fashion, necklace, art, veil, wear, retro, dress, model, girl, glamour, theater, lid, painting, costume	44.7	37.2	187.0	159.0	143.0	21.0	0.24	0.73	2.737616005604549	13.55591759149747
WA1998.185	WA1998.185.jpg	North Italian Artist (c.1750)	Venus and Cupid with a Putto in the Clouds	oil on canvas	312 x 395 cm			Bequeathed by Walter Ison through The Art Fund, 1998	WA1998.185		This small sketch may be an idea for a ceiling decoration, or a copy of an oil-sketch or of a painted ceiling. The figure types derive from Carlo Carlone who worked extensively in the north of Italy, Germany and Austria.	Anonymous, North Italian Artist c.1750	painting, art, illustration, people, veil, baby, pastel, wear, adult, child, religion, mammal, love, vintage, flower, nude, one, woman, decoration, rose	312.0	395	143.0	141.0	124.0	53.0	0.13	0.56	2.9861794039492824	-10.695589037138285
WA1998.217	WA1998.217.jpg	John Brett (1831 - 1902)	Mrs Coventry Patmore	oil on card	34.6 x 29.5 cm		by descent	Presented by the executors of Mary Patmore, 1998	WA1998.217		Coventry Patmore (1823-1896) was an influential friend of the early Pre-Raphaelites and was instrumental in introducing them to their greatest champion, John Ruskin. He married Emily Augusta Andrews (1824-1862) in 1847. Brett's portrait of Mrs Patmore, exhibited at the Royal Academy in 1856, followed an earlier and less successful portrait by Millais of 1851 (now in the Fitzwilliam Museum, Cambridge).	Brett, John 1831 - 1902	people, portrait, woman, one, adult, art, girl, painting, jewelry, wear, fashion, model, dress, mirror, beautiful, religion, queen, veil, face, vintage	34.6	29.5	192.0	176.0	179.0	348.0	0.08	0.75	15.035185675350712	-4.79311525848184
WA1998.52	WA1998.52.jpg	Aert van der Neer (1603/4(? - 1677)	Winter Landscape	oil on panel	56 x 71 cm	Signed in monogram and dated: <em>AVDN 1645</em>		Accepted by H.M. Government in lieu of Inheritance Tax from the estate of Elizabeth Alys Sandars and allocated to the Ashmolean Museum, 1998	WA1998.52	White 1999, p. 96	Aert van der Neer spent most of his life in Amsterdam where he specialized in moonlit and winter landscapes, painted with a subtle feeling for atmosphere and light effects. A variant of A1210, also dated 1645, is in the Corcoran Gallery, Washington.	Neer, Aert van der 1603/4(? - 1677	winter, snow, cold, tree, landscape, weather, no person, people, outdoors, ice, group, wood, water, frost, fog, river, park, storm, road, travel	56.0	71	198.0	202.0	207.0	213.0	0.04	0.81	-5.957173754906133	10.943368363910984
WA1998.54	WA1998.54.jpg	John Martin (1789 - 1854)	The Isle of Man	oil on mahogany panel	30.3 x 46.5 cm			Bequeathed by Alfred Leslie Rowse, C.H., F.B.A., 1998	WA1998.54		Between 1848 and 1854, Martin made annual visits to the Isle of Man to stay with his brother-in-law. They provided him with holidays and a change of scenery from London and from his imaginary landscapes.	Martin, John 1789 - 1854	water, landscape, no person, travel, sea, nature, ocean, scenic, island, mountain, seashore, tree, rock, outdoors, seascape, beautiful, beach, river, hill, environment	30.3	46.5	203.0	216.0	184.0	84.0	0.15	0.85	8.618050860239292	-26.736426232039697
WA1998.83	WA1998.83.jpg	John Downton (1906 - 1991)	Frances Witts in Profile	tempera on mahogany panel	60.7 x 40.7 cm			Presented by The John Downton Trust, 1998	WA1998.83	Sheffield and elsewhere 1996-7, no. 83	Downton's cousin Frances Witts died of pneumonia in May 1935, at the age of twenty-six. Soon afterwards, Downton started painting portraits in her memory, using a photograph as his model. The composition is based on Ambrogio de Predis's so-called portrait of Beatrice d'Este. The technique and the neat manner of painting also relate directly to the Italian work.	Downton, John 1906 - 1991	people, adult, one, portrait, wear, veil, painting, side view, art, man, woman, sculpture, facial expression, religion, no person, lid, jewelry, profile, music, girl	60.7	40.7	191.0	162.0	129.0	31.0	0.32	0.75	-5.44086537827326	-7.33254901517175
WA1998.84	WA1998.84.jpg	John Downton (1906 - 1991)	Susan Saneon	tempera on mahogany panel	50.5 x 34.7 cm			Presented by The John Downton Trust, 1998	WA1998.84	Sheffield and elsewhere 1996-7, no. 128	The sitter remains unknown and the date unclear. It is thought that this painting dates from <i>c.</i>1948. It appears to have been based, as Downton's pictures often are, on an earlier work of art. Here the specific painting he has used is difficult to identify, because the type is common among German portraits of the early 16th century, as well as in the work of Dod Proctor, who painted similar portraits in the 1930s.	Downton, John 1906 - 1991	people, one, portrait, adult, wear, painting, art, woman, facial expression, man, old, face, color, wall, religion, girl, vintage, knitwear, print, side view	50.5	34.7	124.0	129.0	134.0	210.0	0.07	0.53	9.586919537962588	-25.159352958817728
WA1999.10	WA1999.10.jpg	Johan Zoffany (1733 - 1810)	David Garrick	oil on canvas	75.2 x 62.7 cm (sight)		John Cowper, Carleton Hall, Cumberland; Asher Wertheimer and by descent	Accepted by H.M. Government in lieu of Inheritance Tax from the estate of Mrs Joan Cecily Conway and allocated to the Ashmolean Museum, 1999	WA1999.10	Manners and Williamson 1920, p. 243	The celebrated actor, David Garrick (1717 - 1779), bought out the young German artist, Zoffany, from his apprenticeship with Benjamin Wilson in 1762, and became one of his most consistent patrons. Most of Zoffany's portraits of Garrick show him either in character on the stage, or in conversation pieces. Here, he is seen in an informal pose without his wig, but with the traditional device of masks of Comedy and Tragedy below. A copy of this portrait in the National Portrait Gallery is dated 1763, making the prototype one of the first of the portraits of Garrick.	Zoffany, Johan 1733 - 1810	people, one, portrait, adult, man, two, wear, music, theater, art, musician, woman, opera, costume, leader, performance, singer, baby, outfit, gown	75.2	62.7	196.0	172.0	131.0	37.0	0.33	0.77	13.88690290273715	-5.508066563983855
WA1999.54	WA1999.54.jpg	William Clarkson Stanfield (1793 - 1867)	A View of Vietri in the Gulf of Salerno	oil on canvas	41 x 61.2 cm	Signed and dated: <em>Clarkson Stanfield 1855</em>	James Dugdale, Wroxall Abbey, Warwicks.; Sir Francis d'Arcy Cooper	Bequeathed by Dr Courtenay Arthur Ralegh Radford, 1999	WA1999.54		Stanfield sketched in the Gulf of Salerno during his stay of twelve days at Amalfi in November 1838. He painted this view in 1840 (Royal Collection) and this is evidently a later version based on the same sketches: the landscape is substantially the same, though the staffage is entirely different.	Stanfield, Clarkson 1793 - 1867	water, people, group, vehicle, travel, river, landscape, transportation system, watercraft, seashore, adult, no person, recreation, outdoors, tourism, riverbank, print, rowboat, rock, scenic	41.0	61.2	227.0	232.0	216.0	78.0	0.07	0.91	-5.780051482962107	-22.61057986164504
WA1999.9	WA1999.9.jpg	David Teniers the Younger (1610 - 1690)	A Distillery with an elderly Man buying Gin from a Woman	oil on panel	48.4 x 65.4 cm		Jean-Antoine Gros; Vicomte de Choiseul-Praslin; Wauter; Philippe; Solir&egrave;ne; J.-B. Lebrun; Prince de Talleyrand; Buchanan; John Webb; Alexander Baring; Asher Wertheimer and by descent	Accepted by H.M. Government in lieu of Inheritance Tax on the estate of Mrs Joan Cecily Conway and allocated to the Ashmolean, 1998	WA1999.9	White 1999, p. 194	Teniers was a prolific painter in several genres, including peasant subjects in the manner of Brouwer which were widely known through engravings. This painting has been dated to the 1640s. It was known in 18th-century France as 'Le Manchot' - 'The One Armed Man' - on account of the seated figure whose left hand is concealed below his apron. He holds up a coin to buy a glass of gin from the woman seated opposite. The distillery - probably an illegal still - appears in the background in another room. The owl may have been included as an allusion to human folly.	Teniers the Younger, David 1610 - 1690	people, adult, group, room, furniture, indoors, woman, container, painting, one, child, man, wear, home, two, mammal, artisan, art, seat, position	48.4	65.4	156.0	126.0	94.0	30.0	0.4	0.61	10.212005978908088	-30.744135360120126
WA2000.85	WA2000.85.jpg	Titian (c. ?1485/90 - 1576)	Giacomo Doria	oil on canvas	115.5 x 97.7 cm		Giacomo Doria; by descent to the Doria Principi d'Angri; Giovanna Lancellotti; Ferdinando Colonna, Principe d'Agliano; Sir Julius Wernher and by descent to Sir Harold Wernher	Purchased with the assistance of Heritage Lottery Fund, The Art Fund and other donors, in memory of Professor Francis Haskell, 2000	WA2000.85	Wethey 1971, no. 25; Pedrocco 2001, no. 115; Jaff&eacute; 2003, no. 21	Giacomo Doria, a Genoese merchant resident in Venice from 1529-41, commissioned this dignified, restrained portrait around 1533-5. Doria acted as diplomat for the Genoese state and had connections with the Hapsburg court; two of his sons were to become Doge of Genoa. A1228 displays Titian's keen psychological sensitivity and his painterly skills in orchestrating a near-monochrome composition. He used possibly for the first time in his portraiture the device of a grand, polished marble column, thereby expanding the picture space and denoting the sitter as a person of wealth and authority.	Titian c. ?1485/90 - 1576	portrait, people, man, one, facial hair, mustache, adult, art, beard, priest, book, goatee, painting, jacket, cape, monk, wear, religion, gown, lid	115.5	97.7	195.0	165.0	134.0	30.0	0.31	0.76	13.930464503699547	-5.178359014599508
WA2001.151	WA2001.151.jpg	Paul Guigou (1834 - 1871)	Village in Vaucluse on the Banks of the River Durance	oil on canvas	25 x 40.1 cm	Signed and dated: <em>Paul Guigou 68</em>		Presented by Artemis Fine Arts Ltd, 2001	WA2001.151	Bonnici 1989, no. 218	In 1862, Guigou abandoned a career in law and devoted himself to painting landscape. He moved to Paris and took up painting as a career, specialising in small, spirited views of his native Provence.	Guigou, Paul 1834 - 1871	landscape, mountain, travel, sky, outdoors, no person, hill, nature, water, scenic, desert, tree, daylight, dry, rock, sand, valley, soil, countryside, tourism	25.0	40.1	194.0	209.0	208.0	176.0	0.07	0.82	10.669944749094057	-2.1717953246696933
WA2001.183	WA2001.183.jpg	copy after Giovanni Antonio Canaletto (1697 - 1768)	The Grand Canal, looking East from S. Vio	oil on canvas	52.4 x 70.5 cm		Elsestern collection, Berlin	Bequeathed by Thomas Melville Thompson, 2001	WA2001.183	Constable and Links 1989, no. 199aa	A1246 is an almost exact copy of Canaletto's painting in the Pinacoteca di Brera, Milan, one of a group of views of this part of the Grand Canal with only slight differences in viewpoint and detail.	Canaletto, Giovanni Antonio , copy after 1697 - 1768	travel, architecture, no person, water, city, outdoors, building, tourism, cityscape, sky, town, old, vehicle, house, river, canal, transportation system, bridge, art, urban	52.4	70.5	162.0	151.0	91.0	50.0	0.44	0.64	-0.28184274265690085	-20.92317712022715
WA2001.19	WA2001.19.jpg	Giovanni Battista Camuccini (1819 - 1904)	A Wayside Shrine	oil on card laid on canvas	29.5 x 29.5 cm			Presented in memory of Michel Goldet by his wife, Alice Goldet.	WA2001.19	Moatti 2000, no. 7	The artist was the son of an important neo-classical painter and collector, Vincenzo Camuccini (1771-1844). Like many artists of his generation, he took up sketching out of doors in the 1840s. A1229 is chiefly a study of sunshine and shadow in which the textures of stone and foliage are rapidly evoked.	Camuccini, Giovanni Battista 1819 - 1904	no person, architecture, travel, old, landscape, outdoors, house, religion, art, wood, tree, light, building, tunnel, window, people, home, eerie, cemetery, ancient	29.5	29.5	162.0	137.0	104.0	34.0	0.36	0.64	14.44171667757882	-4.8510344929183935
WA2001.45	WA2001.45.jpg	Jean-L&eacute;on G&eacute;r&ocirc;me (1824 - 1904)	View of the Nile at Luxor	oil on canvas laid on board	16.5 x 28.7 cm		Count Charles de Salis	Purchased (Miller Fund), 2001	WA2001.45		Painted during the artist's first visit to Egypt in 1857. It is unusual to find a work by G&eacute;r&ocirc;me without a figure or an animal. The sketch was used as a model for the background of one of the artist's most famous paintings, <i>The Prisoner</i>, painted in1861, now in the Mus&eacute;e des Beaux-Arts, Nantes. Following the trip to Egypt in 1857, the artist became one of the best known and most successful painters of near-eastern subjects in France.	GÚr¶me, Jean-LÚon 1824 - 1904	no person, water, travel, sea, winter, river, architecture, seashore, outdoors, beach, landscape, art, daylight, building, sky, city, transportation system, ocean, military, house	16.5	28.7	200.0	202.0	202.0	180.0	0.01	0.79	7.951360727329889	8.653698851742805
WA2002.43	WA2002.43.jpg	Sir Peter Paul Rubens (1577 - 1640)	The Coronation of Henri IV	oil on panel	23.3 x 21 cm			Purchased with the assistance of The Art Fund and (Miller Fund), 2002	WA2002.43	Held 1980, no. 87	A preparatory oil sketch for one of a series of paintings celebrating the reign of Henri IV of France commissioned by his widow, Maria de' Medici in 1627 along with a similar series (now in the Louvre) illustrating events in her own life. The paintings of Henri IV were abandoned about the time Maria de' Medici was exiled from the French court in 1631, and the artist's intentions for the series are only known from a number of surviving sketches like this.	Rubens, Sir Peter Paul 1577 - 1640	art, sculpture, religion, ancient, church, old, statue, baroque, painting, interior, saint, monument, travel, marble, culture, cave, wall, god, figure, architecture	23.3	21	159.0	138.0	115.0	31.0	0.28	0.62	13.324019465858393	-2.7867786272315302
WA2002.44	WA2002.44.jpg	Wilhelm Bendz (1804 - 1832)	The Church of Ramsau, Austria	oil on paper	28.9 x 24.5 cm	Dated: <em>Ramsau 18-9-1830</em>		Purchased (Miller Fund), 2002	WA2002.44		Bendz was principally a painter of figure subjects; his landscapes are rare. This view was painted in September 1832 when he was making his way from Copenhagen to Rome. He stopped briefly at Ramsau in Austria and made a number of lively sketches of the church and mountains. Shortly after, he fell ill and died in Vicenza on 14 November.	Bendz, Wilhelm 1804 - 1832	travel, architecture, mountain, no person, sky, old, building, nature, house, ancient, landscape, outdoors, traditional, summer, tourism, hill, rural, rock, valley, castle	28.9	24.5	217.0	214.0	211.0	30.0	0.03	0.85	2.5920390484688083	3.4967702056376515
WA2002.55	WA2002.55.jpg	Sir Anthony van Dyck (1599 - 1641)	Charles I and the Knights of the Garter in Procession	oil over silverpoint on panel	29.2 x 130.8 cm		Charles I; Wagstaffe; Sir Peter Lely; Austin; Robert Henley; acquired by Sir Joshua Reynolds for the Duke of Rutland	Accepted by H.M. Government in lieu of Inheritance Tax from the estate of the 10th Duke of Rutland and allocated to the Ashmolean Museum, 2002	WA2002.55		This large, lightly painted oil-sketch was painted in about 1638 as a model for one of a set of tapestries to decorate the walls of the Banqueting Hall in Whitehall. It represents the procession of the Order of the Garter which took place annually on 23 April, the Feast of St George, and ended with a dinner in the Banqueting Hall. The Knights are followed by the officers, the Registrar, the Garter King of Arms and the Usher of the Black Rod; then the prelate, the chancellor and the sword. King Charles follows, carrying the orb and sceptre, walking beneath a canopy held by four attendants. There are over fifty figures in the procession. As the project for the tapestries was not taken any further, this sketch provides important evidence of what van Dyck intended. It was retained by the king and was sold for &pound;5 in the sale of the Royal Collection in 1650.	Dyck, Sir Anthony van 1599 - 1641	desktop, texture, pattern, old, abstract, ancient, wall, background, art, architecture, dirty, decoration, design, antique, vintage, surface, fabric, stone, retro, picture frame	29.2	130.8	138.0	114.0	87.0	31.0	0.37	0.54	6.854804996154288	6.272161857406928
WA2003.135	WA2003.135.jpg	Paule Vezelay (1892 - 1984)	Abstract Composition	oil on canvas	16.3 x 24 cm	Signed and dated lower right: <em>Pvezelay 1935</em>		Presented by Geoffrey Fouquet, 2003	WA2003.135			V&eacute;zelay, Paule 1892 - 1984	no person, desktop, design, retro, texture, vintage, old, illustration, abstract, art, pattern, color, nature, painting, decoration, wood, symbol, shape, artistic, paper	16.3	24	160.0	114.0	47.0	35.0	0.71	0.63	-5.280875987611638	2.80221148598056
WA2003.139	WA2003.139.jpg	Giovanni Costa (1826 - 1903)	Ruins in the Colli Albani	oil on paper, laid down on canvas	28.5 x 43.5 cm	Signed: <em>G. COSTA</em>	by descent from the artist	Purchased with the assistance of The Art Fund, the Friends of the Ashmolean and Alice Goldet, 2003	WA2003.139		Costa fought on the Republican side during the uprising in Rome in 1848 and fled to Ariccia following the return of pontifical rule in 1850. Over the next ten years he painted many oil sketches in the region including this sunlit view of Roman ruins seen against the background of the Alban hills.	Costa, Giovanni 1826 - 1903	no person, landscape, mountain, rock, outdoors, travel, scenic, geology, valley, nature, hill, desert, water, canyon, daylight, dawn, sky, tree, park, environment	28.5	43.5	177.0	153.0	121.0	34.0	0.32	0.69	-6.594612710639783	-11.181604400847267
WA2003.329	WA2003.329.jpg	Wilhelm Gimmi (1886 - 1960)	Seated Woman wearing a red Dress	oil on canvas	34.7 x 26.6 cm	Signed upper right: <em>Gimmi</em>; inscribed on stretcher in graphite: <em>november 1925</em>; in ink: <em>No288 J. Rodriques-Henriques; n/m 21-2-45 /print en 1925 Orovida Pissarro</em>		Accepted by H.M. Government in lieu of Inheritance Tax from the estate of John Bensusan-Butt and allocated to the Ashmolean Museum, 2003	WA2003.329	Georges Peillex, Wilhelm Gimmi: Catalogue raisonn&eacute; des peintures (Zurich, 1978), no. 400		Gimmi, Wilhelm 1886 - 1960	painting, art, people, one, adult, man, illustration, print, wear, portrait, facial hair, woman, Renaissance, veil, religion, ancient, old, seat, sculpture, antique	34.7	26.6	166.0	138.0	113.0	28.0	0.32	0.65	-0.3199325750718992	9.405851582540661
WA2003.330	WA2003.330.jpg	Felix Pissarro (1874 - 1897)	Sunset through Pine Trees	oil on canvas	32.6 x 41 cm	Signed lower centre: <em>TiTi</em>	Lucien Pissarro and by descent	Accepted by H.M. Government in lieu of Inheritance Tax from the estate of John Bensusan-Butt and allocated to the Ashmolean Museum, 2003	WA2003.330		This study is reminiscent of Lucien_x0019_ s painting, <i>The Pine Wood, Grey Weather</i>(Thorold 1982, no. 48; Musee Pissarro, Pontoise), painted at &Eacute;ragny in 1892, and may date from the same period.	Pissarro, Felix 1874 - 1897	painting, art, wall, no person, old, desktop, illustration, architecture, industry, pattern, abstract, rusty, texture, building, tree, design, dirty, rust, messy, print	32.6	41	155.0	128.0	99.0	31.0	0.36	0.61	6.019285501484784	2.037858760842585
WA2003.331	WA2003.331.jpg	Felix Pissarro (1874 - 1897)	Woman walking on a Headland	oil on canvas	33 x 40.8 cm	Signed on stretcher: <em>J. Roch</em>	Lucien Pissarro and by descent	Accepted by H.M. Government in lieu of Inheritance Tax from the estate of John Bensusan-Butt and allocated to the Ashmolean Museum, 2003	WA2003.331		Following the anarchist outrages in Paris, Felix spent the summer of 1894 in Belgium. Between July and September, they stayed at the Hotel de Bruges at Knokke-sur-Mer. Although Felix was ailing, and had little energy, this study may have been painted during this period.	Pissarro, Felix 1874 - 1897	water, no person, nature, seashore, rock, sea, ocean, landscape, beach, sand, geology, travel, outdoors, scenic, river, tide, environment, island, abstract, vacation	33.0	40.8	170.0	171.0	156.0	64.0	0.09	0.67	16.253268264237278	-3.8872695889007076
WA2003.332	WA2003.332.jpg	Lucien Pissarro (1863 - 1944)	Cefn Bryn	black chalk and oil wash on canvas laid on board	33 x 40.8 cm		by descent	Accepted by H.M. Government in lieu of Inheritance Tax from the estate of John Bensusan-Butt and allocated to the Ashmolean Museum, 2003	WA2003.332	Thorold 1983, no. 498	Between late August and early October 1933, Lucien was on holiday in Wales, lodging at Brynfield, Reynoldston, Gower. He painted five works on this trip, including this unfinished view of Cefn Bryn, the highest point on the Gower peninsula. It is identical in composition to a finished work, <i>Cefn Bryn, Gower</i>(Glynn Vivian Art Gallery, Swansea), and may have been a preparatory study for that work, rather than an abandoned replica.	Pissarro, Lucien 1863 - 1944	print, no person, art, people, engraving, illustration, wear, abstract, pattern, rock, texture, soil, desktop, vehicle, one, retro, engraving, vintage, rough, exploration	33.0	40.8	205.0	203.0	193.0	49.0	0.06	0.8	15.791874192311793	-2.5588159564433153
WA2003.333	WA2003.333.jpg	Lucien Pissarro (1863 - 1944)	View of Leintwardine	black chalk and oil wash on canvas laid on board	32.8 x 40.8 cm	Signed in monogram and dated: <em>1932</em>	by descent	Accepted by H.M. Government in lieu of Inheritance Tax from the estate of John Bensusan-Butt and allocated to the Ashmolean Museum, 2003	WA2003.333	Thorold 1983, no. 494	Lucien spent the summer of 1932 on the Welsh Marches, first at Craven Arms, and, from the end of July to the end of August, at Leintwardine, Herefordshire, staying at Trippleton Farm. He painted two views of the farm, and began this more general view of the village. Although it appears unfinished, it is signed and dated.	Pissarro, Lucien 1863 - 1944	illustration, art, paper, retro, old, desktop, vintage, antique, design, pattern, abstract, texture, decoration, print, wallpaper, no person, artistic, ancient, parchment, painting	32.8	40.8	185.0	179.0	160.0	45.0	0.14	0.73	3.4107278898797784	4.096288252732025
WA2003.334	WA2003.334.jpg	Ludovic-Rodolphe Pissarro (1878 - 1952)	Danseuses roses	oil on canvas	41 x 32.9 cm	Signed lower left: <em>Ludovic Rodo</em>; inscribed with title on stretcher	Lucien Pissarro and by descent	Accepted by H.M. Government in lieu of Inheritance Tax from the estate of John Bensusan-Butt and allocated to the Ashmolean Museum, 2003	WA2003.334		Before he settled in England in 1914, Ludovic-Rodo worked frequently in Montmartre, where this painting was probably made. It may be related to a work entitled <i>Au Moulin Rouge</i>exhibited in 1911, and is blatantly commercial in intention.	Pissarro, Ludovic-Rodolphe 1878 - 1952	painting, art, wall, religion, illustration, ancient, old, fresco, no person, desktop, color, saint, people, cave, cross, decoration, blood, Renaissance, museum, god	41.0	32.9	162.0	126.0	112.0	16.0	0.31	0.64	-0.19810169495782642	3.216551639486472
WA2003.335	WA2003.335.jpg	Pupil of Camille Pissarro (1830 - 1903)	Landscape with Steam Trains	oil on panel (wooden drawer front, with keyhole and escutcheon)	6.7 x 25.7 cm		Lucien Pissarro and by descent	Accepted by H.M. Government in lieu of Inheritance Tax from the estate of John Bensusan-Butt and allocated to the Ashmolean Museum, 2003	WA2003.335		This small study on the front of a drawer was presumably painted by one of Camille Pissarro_x0019_ s sons as a child. The subject was one which fascinated Camille on his visits to London, and also painted by Lucien later in his career.	Pissarro, Camille , Pupil of 1830 - 1903	no person, old, stone, rock, architecture, desktop, travel, nature, wall, ancient, building, outdoors, art, vintage, wood, house, tree, color, dirty, landscape	6.7	25.7	143.0	133.0	123.0	29.0	0.14	0.56	14.025303099585106	0.02904100392836305
WA2003.96	WA2003.96.jpg	Lucien Pissarro (1863 - 1944)	November Morning, Epping	oil on canvas	45 x 55 cm	Signed in monogram and dated: <em>1895</em>		Bequeathed by John Bensusan-Butt, 1997	WA2003.96	Thorold 1983, no. 87	During his later years at Eragny House, Hemnall Street, Epping, Lucien concentrated his energies on his work for the Eragny Press. This is the last surviving painting from this period and one of the most boldly executed. It shows the road in front of Eragny House (cf. A840), with Esther and Orovida playing with a hoop.	Pissarro, Lucien 1863 - 1944	painting, illustration, house, art, wall, tree, no person, print, landscape, vintage, lithograph, road, architecture, old, war, home, street, cropland, building, people	45.0	55	175.0	174.0	149.0	57.0	0.15	0.69	5.494498913738551	-29.53972236854424
